329
0.010000,0.279400,0.000026,0.000022,0.004488,0.448836,44.883561,1.570843
0.010000,0.279400,0.000206,0.000203,0.018050,1.356128,90.729226,1.571167
0.010000,0.279400,0.000612,0.000609,0.040602,2.255277,89.914904,1.571898
0.010000,0.279399,0.001289,0.001285,0.067642,2.703966,44.868883,1.573114
0.010000,0.279396,0.002235,0.002232,0.094639,2.699649,-0.431694,1.574814
0.010000,0.279389,0.003451,0.003448,0.121574,2.693555,-0.609356,1.576997
0.010000,0.279378,0.004935,0.004932,0.148430,2.685636,-0.791890,1.579659
0.010000,0.279360,0.006687,0.006684,0.175189,2.675831,-0.980521,1.582796
0.010000,0.279332,0.008705,0.008702,0.201829,2.664068,-1.176358,1.586406
0.010000,0.279292,0.010988,0.010985,0.228332,2.650264,-1.380356,1.590481
0.010000,0.279236,0.013534,0.013532,0.254675,2.634331,-1.593274,1.595018
0.010000,0.279161,0.016341,0.016340,0.280837,2.616174,-1.815706,1.600009
0.010000,0.279063,0.019408,0.019408,0.306794,2.595695,-2.047949,1.605448
0.010000,0.278938,0.022731,0.022734,0.332522,2.572794,-2.290113,1.611325
0.010000,0.278781,0.026307,0.026314,0.357996,2.547374,-2.541953,1.617632
0.010000,0.278589,0.030134,0.030145,0.383189,2.519344,-2.802974,1.624359
0.010000,0.278356,0.034208,0.034226,0.408075,2.488621,-3.072341,1.631494
0.010000,0.278077,0.038526,0.038552,0.432627,2.455132,-3.348890,1.639027
0.010000,0.277748,0.043082,0.043121,0.456815,2.418821,-3.631133,1.646943
0.010000,0.277363,0.047873,0.047927,0.480611,2.379648,-3.917225,1.655229
0.010000,0.276916,0.052893,0.052967,0.503987,2.337598,-4.205079,1.663869
0.010000,0.276402,0.058137,0.058236,0.526914,2.292675,-4.492222,1.672849
0.010000,0.275817,0.063599,0.063729,0.549363,2.244915,-4.776007,1.682150
0.010000,0.275155,0.069274,0.069442,0.571307,2.194380,-5.053503,1.691754
0.010000,0.274411,0.075154,0.075370,0.592719,2.141163,-5.321704,1.701643
0.010000,0.273579,0.081233,0.081505,0.613573,2.085389,-5.577398,1.711796
0.010000,0.272656,0.087504,0.087844,0.633845,2.027214,-5.817488,1.722193
0.010000,0.271636,0.093959,0.094379,0.653513,1.966827,-6.038784,1.732812
0.010000,0.270515,0.100590,0.101105,0.672557,1.904443,-6.238328,1.743630
0.010000,0.269289,0.107390,0.108014,0.690961,1.840310,-6.413368,1.754626
0.010000,0.267955,0.114351,0.115101,0.708708,1.774695,-6.561431,1.765774
0.010000,0.266509,0.121463,0.122359,0.725786,1.707891,-6.680408,1.777052
0.010000,0.264947,0.128719,0.129781,0.742188,1.640205,-6.768623,1.788435
0.010000,0.263268,0.136110,0.137360,0.757908,1.571956,-6.824927,1.799899
0.010000,0.261470,0.143627,0.145089,0.772943,1.503468,-6.848722,1.811419
0.010000,0.259549,0.151262,0.152962,0.787293,1.435070,-6.839880,1.822971
0.010000,0.257506,0.159006,0.160972,0.800964,1.367081,-6.798902,1.834530
0.010000,0.255338,0.166852,0.169112,0.813962,1.299812,-6.726835,1.846072
0.010000,0.253047,0.174791,0.177375,0.826298,1.233560,-6.625281,1.857574
0.010000,0.250630,0.182815,0.185754,0.837984,1.168596,-6.496323,1.869012
0.010000,0.248089,0.190916,0.194245,0.849036,1.105172,-6.342379,1.880364
0.010000,0.245425,0.199087,0.202840,0.859471,1.043508,-6.166478,1.891607
0.010000,0.242638,0.207322,0.211533,0.869309,0.983791,-5.971664,1.902721
0.010000,0.239729,0.215612,0.220318,0.878570,0.926176,-5.761471,1.913684
0.010000,0.236701,0.223952,0.229191,0.887278,0.870783,-5.539377,1.924477
0.010000,0.233555,0.232335,0.238146,0.895455,0.817692,-5.309058,1.935080
0.010000,0.230293,0.240757,0.247177,0.903125,0.766950,-5.074200,1.945476
0.010000,0.226918,0.249212,0.256280,0.910310,0.718567,-4.838296,1.955648
0.010000,0.223433,0.257694,0.265450,0.917035,0.672518,-4.604928,1.965578
0.010000,0.219840,0.266200,0.274684,0.923323,0.628744,-4.377368,1.975251
0.010000,0.216143,0.274724,0.283976,0.929195,0.587157,-4.158714,1.984653
0.010000,0.212346,0.283265,0.293322,0.934671,0.547637,-3.952022,1.993768
0.010000,0.208450,0.291817,0.302720,0.939771,0.510039,-3.759777,2.002584
0.010000,0.204461,0.300378,0.312165,0.944513,0.474192,-3.584659,2.011088
0.010000,0.200381,0.308946,0.321654,0.948912,0.439904,-3.428791,2.019268
0.010000,0.196215,0.317517,0.331184,0.952982,0.406962,-3.294256,2.027111
0.010000,0.191967,0.326089,0.340751,0.956733,0.375133,-3.182933,2.034606
0.010000,0.187641,0.334661,0.350353,0.960175,0.344168,-3.096466,2.041743
0.010000,0.183240,0.343230,0.359986,0.963313,0.313803,-3.036535,2.048510
0.010000,0.178771,0.351796,0.369648,0.966150,0.283756,-3.004622,2.054897
0.010000,0.174236,0.360356,0.379335,0.968688,0.253735,-3.002096,2.060893
0.010000,0.169642,0.368909,0.389044,0.970922,0.223429,-3.030620,2.066486
0.010000,0.164992,0.377455,0.398772,0.972847,0.192514,-3.091501,2.071667
0.010000,0.160292,0.385991,0.408517,0.974454,0.160649,-3.186548,2.076423
0.010000,0.155548,0.394517,0.418274,0.975728,0.127475,-3.317408,2.080743
0.010000,0.150764,0.403031,0.428041,0.976655,0.092613,-3.486113,2.084614
0.010000,0.145946,0.411533,0.437813,0.977211,0.055665,-3.694869,2.088023
0.010000,0.141100,0.420021,0.447587,0.977373,0.016202,-3.946268,2.090956
0.010000,0.136233,0.428494,0.457358,0.977111,-0.026230,-4.243209,2.093398
0.010000,0.131351,0.436950,0.467122,0.976390,-0.072121,-4.589068,2.095332
0.010000,0.126461,0.445387,0.476873,0.975170,-0.121998,-4.987761,2.096740
0.010000,0.121570,0.453803,0.486607,0.973405,-0.176436,-5.443742,2.097603
0.010000,0.116686,0.462196,0.496318,0.971045,-0.236057,-5.962156,2.097900
