357
0.010000,-0.279400,0.000026,0.000022,0.004490,0.449038,44.903763,1.570750
0.010000,-0.279400,0.000206,0.000203,0.018039,1.354904,90.586658,1.570426
0.010000,-0.279400,0.000612,0.000609,0.040579,2.254001,89.909670,1.569697
0.010000,-0.279399,0.001288,0.001285,0.067604,2.702437,44.843633,1.568482
0.010000,-0.279396,0.002234,0.002231,0.094585,2.698125,-0.431194,1.566785
0.010000,-0.279389,0.003449,0.003446,0.121505,2.692039,-0.608632,1.564606
0.010000,-0.279378,0.004932,0.004929,0.148347,2.684130,-0.790920,1.561948
0.010000,-0.279360,0.006683,0.006680,0.175090,2.674337,-0.979277,1.558815
0.010000,-0.279332,0.008700,0.008697,0.201716,2.662589,-1.174802,1.555212
0.010000,-0.279292,0.010982,0.010979,0.228204,2.648805,-1.378449,1.551142
0.010000,-0.279236,0.013526,0.013524,0.254533,2.632895,-1.590985,1.546613
0.010000,-0.279161,0.016332,0.016331,0.280681,2.614765,-1.812966,1.541629
0.010000,-0.279064,0.019397,0.019398,0.306624,2.594318,-2.044745,1.536200
0.010000,-0.278939,0.022718,0.022721,0.332338,2.571454,-2.286358,1.530332
0.010000,-0.278783,0.026293,0.026299,0.357799,2.546078,-2.537630,1.524035
0.010000,-0.278591,0.030118,0.030129,0.382980,2.518097,-2.798033,1.517318
0.010000,-0.278358,0.034189,0.034207,0.407854,2.487430,-3.066733,1.510194
0.010000,-0.278080,0.038504,0.038531,0.432394,2.454004,-3.342590,1.502674
0.010000,-0.277751,0.043058,0.043097,0.456572,2.417763,-3.624099,1.494770
0.010000,-0.277367,0.047846,0.047900,0.480359,2.378668,-3.909465,1.486497
0.010000,-0.276921,0.052864,0.052938,0.503726,2.336703,-4.196569,1.477870
0.010000,-0.276409,0.058105,0.058204,0.526645,2.291873,-4.482980,1.468905
0.010000,-0.275825,0.063565,0.063695,0.549087,2.244213,-4.766016,1.459619
0.010000,-0.275164,0.069237,0.069405,0.571024,2.193784,-5.042872,1.450029
0.010000,-0.274421,0.075115,0.075330,0.592431,2.140680,-5.310400,1.440156
0.010000,-0.273592,0.081191,0.081462,0.613282,2.085025,-5.565529,1.430018
0.010000,-0.272670,0.087459,0.087798,0.633551,2.026973,-5.805134,1.419637
0.010000,-0.271652,0.093912,0.094330,0.653218,1.966713,-6.026015,1.409035
0.010000,-0.270533,0.100540,0.101053,0.672263,1.904461,-6.225271,1.398233
0.010000,-0.269310,0.107338,0.107959,0.690668,1.840459,-6.400175,1.387254
0.010000,-0.267978,0.114296,0.115044,0.708417,1.774978,-6.548114,1.376122
0.010000,-0.266535,0.121406,0.122299,0.725500,1.708305,-6.667227,1.364861
0.010000,-0.264976,0.128659,0.129718,0.741908,1.640749,-6.755652,1.353495
0.010000,-0.263301,0.136048,0.137294,0.757634,1.572626,-6.812332,1.342048
0.010000,-0.261505,0.143563,0.145021,0.772677,1.504260,-6.836584,1.330545
0.010000,-0.259588,0.151197,0.152891,0.787037,1.435976,-6.828405,1.319010
0.010000,-0.257548,0.158940,0.160898,0.800717,1.368094,-6.788149,1.307468
0.010000,-0.255385,0.166784,0.169036,0.813727,1.300925,-6.716949,1.295942
0.010000,-0.253097,0.174722,0.177296,0.826074,1.234761,-6.616351,1.284456
0.010000,-0.250685,0.182745,0.185674,0.837773,1.169877,-6.488424,1.273034
0.010000,-0.248148,0.190845,0.194162,0.848838,1.106521,-6.335590,1.261697
0.010000,-0.245488,0.199016,0.202755,0.859287,1.044913,-6.160838,1.250469
0.010000,-0.242706,0.207250,0.211447,0.869140,0.985241,-5.967210,1.239371
0.010000,-0.239802,0.215540,0.220231,0.878416,0.927658,-5.758245,1.228422
0.010000,-0.236778,0.223880,0.229102,0.887139,0.872285,-5.537313,1.217644
0.010000,-0.233637,0.232265,0.238056,0.895331,0.819203,-5.308211,1.207055
0.010000,-0.230380,0.240687,0.247086,0.903016,0.768458,-5.074518,1.196672
0.010000,-0.227011,0.249142,0.256188,0.910216,0.720060,-4.839731,1.186514
0.010000,-0.223531,0.257626,0.265358,0.916956,0.673986,-4.607457,1.176597
0.010000,-0.219944,0.266133,0.274590,0.923258,0.630177,-4.380911,1.166937
0.010000,-0.216252,0.274660,0.283882,0.929144,0.588544,-4.163261,1.157548
0.010000,-0.212459,0.283202,0.293228,0.934633,0.548970,-3.957427,1.148445
