302
0.010000,0.000000,0.000000,0.000030,0.005983,0.598295,59.829523,1.570796
0.010000,0.000000,0.000110,0.000139,0.010957,0.497443,-10.085238,1.570796
0.010000,0.000000,0.000379,0.000409,0.026923,1.596590,109.914762,1.570796
0.010000,0.000000,0.000828,0.000857,0.044872,1.794886,19.829523,1.570796
0.010000,0.000000,0.001456,0.001486,0.062821,1.794886,-0.000000,1.570796
0.010000,0.000000,0.002263,0.002293,0.080770,1.794886,0.000000,1.570796
0.010000,0.000000,0.003251,0.003281,0.098719,1.794886,0.000000,1.570796
0.010000,0.000000,0.004417,0.004447,0.116668,1.794886,0.000000,1.570796
0.010000,0.000000,0.005763,0.005793,0.134616,1.794886,-0.000000,1.570796
0.010000,0.000000,0.007289,0.007319,0.152565,1.794886,0.000000,1.570796
0.010000,0.000000,0.008994,0.009024,0.170514,1.794886,-0.000000,1.570796
0.010000,0.000000,0.010879,0.010909,0.188463,1.794886,0.000000,1.570796
0.010000,0.000000,0.012943,0.012973,0.206412,1.794886,-0.000000,1.570796
0.010000,0.000000,0.015187,0.015217,0.224361,1.794886,0.000000,1.570796
0.010000,0.000000,0.017610,0.017640,0.242310,1.794886,0.000000,1.570796
0.010000,0.000000,0.020212,0.020242,0.260258,1.794886,-0.000000,1.570796
0.010000,0.000000,0.022994,0.023024,0.278207,1.794886,-0.000000,1.570796
0.010000,0.000000,0.025956,0.025986,0.296156,1.794886,0.000000,1.570796
0.010000,0.000000,0.029097,0.029127,0.314105,1.794886,-0.000000,1.570796
0.010000,0.000000,0.032418,0.032447,0.332054,1.794886,0.000000,1.570796
0.010000,0.000000,0.035918,0.035947,0.350003,1.794886,-0.000000,1.570796
0.010000,0.000000,0.039597,0.039627,0.367952,1.794886,-0.000000,1.570796
0.010000,0.000000,0.043456,0.043486,0.385900,1.794886,0.000000,1.570796
0.010000,0.000000,0.047495,0.047524,0.403849,1.794886,0.000000,1.570796
0.010000,0.000000,0.051713,0.051742,0.421798,1.794886,0.000000,1.570796
0.010000,0.000000,0.056110,0.056140,0.439747,1.794886,-0.000000,1.570796
0.010000,0.000000,0.060687,0.060717,0.457696,1.794886,0.000000,1.570796
0.010000,0.000000,0.065443,0.065473,0.475645,1.794886,-0.000000,1.570796
0.010000,0.000000,0.070379,0.070409,0.493594,1.794886,0.000000,1.570796
0.010000,0.000000,0.075495,0.075525,0.511542,1.794886,-0.000000,1.570796
0.010000,0.000000,0.080790,0.080820,0.529491,1.794886,-0.000000,1.570796
0.010000,0.000000,0.086264,0.086294,0.547440,1.794886,0.000000,1.570796
0.010000,0.000000,0.091918,0.091948,0.565389,1.794886,0.000000,1.570796
0.010000,0.000000,0.097751,0.097781,0.583338,1.794886,-0.000000,1.570796
0.010000,0.000000,0.103764,0.103794,0.601287,1.794886,-0.000000,1.570796
